day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
13,August,2012,35,36,21,1.2,93.3,27.4,88.7,17.1,32.0,9.1,not fire
17,September,2012,28,66,15,1.8,67.8,5.9,16.6,0.7,7.5,0.1,not fire
13,June,2012,33,58,18,0.2,94.4,33.2,9.7,15.4,35.5,4.7,fire
15,August,2012,35,84,18,0.1,93.0,18.9,79.9,8.1,24.5,24.5,fire
19,July,2012,32,78,23,0.3,87.9,30.4,19.8,8.8,37.4,19.4,fire
15,June,2012,32,42,10,0.8,87.1,19.2,15.4,4.3,18.8,24,fire
27,June,2012,27,73,19,0.9,72.0,12.0,37.2,2.3,15.3,14.6,fire
20,September,2012,30,52,12,1.3,87.0,6.1,8.2,7.4,5.1,9.9,fire
29,June,2012,31,77,15,2.9,83.4,8.5,24.3,2.5,11.5,0.3,not fire
17,August,2012,32,52,16,2.5,65.5,4.4,7.9,3.7,5.9,0.1,fire
21,July,2012,33,74,15,4.1,54.6,12.1,30.5,0.4,13.8,0.2,not fire
6,August,2012,32,54,21,1.4,74.9,9.0,17,5.1,9.1,0.6,not fire
10,August,2012,34,55,18,0.5,85.2,13.7,9.8,9.3,17.1,9.8,fire
7,June,2012,32,59,17,0.2,84.1,12.4,88,8.2,12.5,6.3,not fire
1,August,2012,25,67,15,1.5,69.5,1.3,32.2,1.5,2.1,1,fire
14,August,2012,31,64,21,0.7,90.3,20.3,47.7,9.3,23.6,3.1,fire
30,July,2012,32,50,12,0.1,93.0,45.8,106.3,11.5,49.4,2.1,fire
27,June,2012,33,63,21,0.5,91.1,26.3,8.9,6.6,33.6,15.7,not fire
29,July,2012,33,42,17,3.5,89.9,25.3,9.2,11.6,27.9,0.6,not fire
19,August,2012,36,58,16,0.6,90.4,17.3,39.5,7.8,24.0,16,fire
28,June,2012,32,66,16,1.7,84.4,20.7,96.8,4.6,25.3,30,not fire
31,June,2012,32,52,18,1.6,84.1,29.3,110.9,5.7,35.5,10.3,fire
22,August,2012,30,69,14,0.9,73.7,7.0,8.4,2.9,9.0,6,not fire
16,July,2012,34,47,16,1.1,92.4,17.1,51.6,7.3,18.8,12.9,fire
6,August,2012,36,53,19,0.4,93.3,29.8,7,13.4,35.5,0.4,not fire
28,June,2012,30,51,18,3.1,67.4,11.7,161.5,1.4,15.2,0.8,not fire
29,August,2012,34,53,15,0.7,95.0,21.9,61.1,11.1,20.0,14.1,fire
4,June,2012,36,39,19,2.2,79.1,13.5,24.3,3.8,13.7,5.2,not fire
5,September,2012,27,58,15,1.4,69.2,7.0,17.6,1.5,9.5,0,not fire
3,July,2012,30,63,13,1.8,65.6,3.2,177.3,0.9,5.0,0.7,fire
29,June,2012,30,54,20,1.9,80.7,39.7,90.4,5.1,44.0,1,fire
20,August,2012,37,63,14,1.2,83.5,26.1,63.8,5.0,25.5,0,fire
24,July,2012,33,60,13,3.0,73.5,10.2,115.6,2.2,10.4,0,fire
15,July,2012,36,55,10,1.0,91.8,23.1,80.3,7.8,24.9,7.1,fire
6,June,2012,28,85,16,1.2,68.3,2.7,17,2.0,3.0,19.5,not fire
5,July,2012,37,37,15,0.6,93.8,24.4,43.3,14.1,27.2,7.2,fire
7,July,2012,42,25,11,0.2,95.5,40.8,8.8,14.3,43.7,12.9,not fire
21,June,2012,30,70,11,1.4,68.2,14.8,137.7,1.1,18.6,0.3,fire
8,September,2012,27,69,14,2.0,71.5,2.3,80.6,2.4,2.6,2.8,not fire
12,September,2012,27,78,19,2.6,45.8,9.8,167.2,1.1,10.0,0,not fire
27,June,2012,30,59,17,0.6,75.2,11.8,9.3,5.3,15.9,8,fire
4,June,2012,28,45,12,1.5,82.7,12.9,67,3.9,17.3,1.7,fire
26,July,2012,33,57,14,1.6,73.6,17.5,52.4,0.9,22.9,15.7,fire
27,June,2012,38,41,14,0.6,94.4,42.7,210.4,14.2,46.6,7.2,fire
28,September,2012,28,79,18,0.3,81.8,14.7,200.2,6.6,17.8,0.1,fire
26,August,2012,30,67,16,1.9,72.0,16.1,177.3,4.4,18.5,0.2,not fire
13,June,2012,34,63,16,0.2,89.2,7.5,36.7,9.1,8.1,26.1,fire
25,July,2012,32,56,11,2.9,74.0,16.1,151.3,2.0,17.2,0,not fire
31,June,2012,31,44,16,0.4,90.4,43.4,25.5,11.0,52.2,17.2,fire
17,August,2012,33,54,16,0.3,93.3,34.5,19.8,10.9,42.8,8,fire
18,August,2012,26,67,20,5.4,50.5,6.2,52.8,0.8,7.0,2.5,not fire
16,August,2012,27,80,16,2.0,61.6,10.5,7.7,1.6,11.7,0.4,not fire
13,June,2012,34,43,19,1.0,83.8,9.0,57,6.7,14.7,6.1,fire
3,August,2012,40,31,15,1.1,94.6,21.3,100.7,14.0,21.3,0.8,not fire
11,June,2012,28,81,15,1.8,62.3,3.6,16.6,1.5,4.7,0.1,fire
15,August,2012,38,57,13,1.7,87.9,32.9,86.8,7.5,39.0,2.3,fire
10,September,2012,32,57,16,0.8,84.8,14.5,9.1,3.5,14.4,3.8,fire
14,September,2012,31,68,17,2.1,84.9,14.3,54.3,4.1,20.3,6.1,fire
11,September,2012,34,56,15,1.2,86.3,3.1,37.2,5.0,4.4,2.5,fire
11,August,2012,32,80,17,0.2,79.5,14.1,71.3,7.5,20.3,12.2,fire
22,July,2012,30,61,19,3.2,78.2,21.5,33.4,6.5,24.0,2.2,fire
10,September,2012,27,68,18,2.1,71.3,14.2,9.3,3.2,16.6,9,not fire
15,August,2012,29,71,20,1.3,74.5,9.5,15.7,4.2,10.8,8,fire
23,September,2012,29,68,11,0.6,80.4,8.4,28.9,2.5,9.8,14.5,fire
11,September,2012,32,53,13,1.8,79.9,20.1,96.8,3.3,21.4,15.7,not fire
8,August,2012,35,61,15,0.6,84.5,13.5,77.8,7.8,14.7,0,fire
1,June,2012,34,38,11,3.9,76.5,2.8,99,3.7,3.9,0.9,not fire
21,June,2012,32,52,18,0.7,87.1,12.8,90.1,10.9,14.8,12.2,fire
24,August,2012,28,57,17,2.0,83.4,25.3,88.7,5.3,27.6,12.1,fire
16,July,2012,36,36,18,0.2,92.5,45.6,171.3,9.5,48.6,6.5,fire
8,September,2012,30,70,15,3.1,56.8,6.5,63.3,1.8,9.9,0.7,not fire
3,June,2012,33,45,11,1.7,88.7,1.8,17.8,5.9,2.2,0.2,fire
13,September,2012,39,39,15,0.4,91.4,23.6,41.5,9.8,24.5,15,fire
28,July,2012,37,61,12,0.3,85.4,38.5,30.1,6.1,43.5,2.2,fire
5,June,2012,30,66,14,0.8,73.3,14.0,84.4,2.1,20.1,10.6,fire
16,September,2012,32,49,17,0.4,92.6,17.5,8.7,10.5,20.0,7.5,fire
10,June,2012,31,73,14,0.2,72.4,7.1,7.1,1.4,9.5,18.1,fire
6,July,2012,35,63,13,2.1,77.7,22.4,8.4,6.7,23.2,20.9,not fire
3,June,2012,32,48,18,0.2,89.4,28.1,17.7,11.9,34.0,0.6,fire
4,September,2012,32,62,15,0.1,87.0,13.3,67,6.2,17.5,13.9,fire
27,June,2012,32,35,15,0.2,93.4,27.5,49.3,11.9,28.5,13.9,fire
6,September,2012,26,79,16,2.2,54.7,8.3,17,0.5,10.5,0.8,not fire
20,July,2012,35,31,15,1.7,94.1,28.3,166,12.1,31.9,6.1,fire
7,June,2012,30,67,14,2.9,71.8,10.4,8.5,2.3,10.3,15.4,fire
13,August,2012,36,40,15,1.5,84.9,9.7,9.5,6.1,11.3,1.7,not fire
8,August,2012,31,64,18,1.2,84.8,16.5,10.2,5.5,22.3,24,fire
25,August,2012,35,69,11,1.7,84.1,25.0,39.5,4.7,26.1,14.1,fire
13,August,2012,31,58,16,0.8,70.5,9.8,10.2,5.0,14.1,1.9,not fire
10,June,2012,32,49,17,2.7,73.1,12.1,9.2,3.1,11.4,6,fire
22,June,2012,29,65,18,5.0,62.4,11.7,8,1.0,15.2,3.8,not fire
20,June,2012,31,69,16,1.9,63.9,12.2,49.3,3.6,15.9,13.2,fire
26,August,2012,29,68,14,3.3,65.9,3.3,149.2,0.9,4.7,0,fire
19,August,2012,31,76,18,3.0,61.0,6.0,10.5,0.9,8.2,3.2,not fire
4,August,2012,23,78,19,3.9,48.8,1.8,8,1.5,1.8,0.4,fire
15,September,2012,24,88,19,1.9,48.5,3.2,168.2,0.2,4.0,0.7,fire
19,August,2012,33,52,16,5.7,75.5,11.5,41.5,4.4,9.7,0.8,fire
23,July,2012,33,64,19,0.8,90.5,43.5,30.4,8.4,47.1,14.1,fire
3,September,2012,35,67,14,1.0,80.9,4.6,24.3,2.2,4.6,0.3,not fire
8,June,2012,27,70,13,2.0,63.1,4.2,16.6,1.2,4.2,0.9,not fire
15,July,2012,28,61,14,4.1,71.9,9.3,7.3,2.7,9.6,10.7,fire
26,July,2012,35,36,17,1.7,89.5,23.2,15.7,6.9,28.0,5.6,not fire
2,August,2012,33,64,14,0.7,80.4,6.0,8.3,4.5,5.3,0.1,fire
29,June,2012,30,79,15,1.5,65.0,12.0,21.4,1.3,11.8,19.9,fire
25,June,2012,27,67,13,1.1,73.7,22.7,159.1,3.5,27.3,1.2,fire
8,July,2012,34,63,11,1.5,83.1,15.6,26.6,4.8,19.7,7.1,fire
5,June,2012,26,77,18,0.4,64.0,2.9,210.4,4.5,4.0,3.9,fire
13,July,2012,34,63,13,0.3,89.3,11.4,47,4.8,14.3,0.9,fire
18,July,2012,36,51,18,2.1,73.2,21.6,9.5,7.7,22.5,7.7,fire
21,September,2012,32,63,15,1.9,73.7,9.8,108.5,6.1,15.4,15,fire
29,August,2012,32,68,18,3.6,81.3,20.9,36.1,4.7,24.7,6.1,not fire
19,July,2012,34,49,12,2.9,78.4,17.8,99,4.1,21.0,0.1,not fire
8,August,2012,27,54,19,1.8,91.0,22.5,7,11.4,21.5,2.8,fire
5,August,2012,39,32,16,1.7,87.8,17.5,38.8,11.8,16.7,13.7,fire
30,September,2012,28,60,15,1.6,89.4,19.3,45.1,5.1,25.4,2.6,fire
21,June,2012,37,74,16,0.2,85.8,41.1,8.2,3.4,47.5,5.2,fire
17,August,2012,28,69,14,1.9,75.8,13.7,16,4.5,15.8,10.5,fire
3,June,2012,30,46,15,0.1,94.1,11.9,94.7,10.1,13.9,8.4,fire
15,June,2012,34,57,13,2.3,83.8,13.0,51.6,5.0,13.5,0.7,not fire
13,June,2012,31,74,14,2.6,65.5,5.8,10,1.3,5.0,0.1,not fire
4,August,2012,26,82,17,2.4,36.6,4.0,44.5,0.2,6.1,0.3,not fire
4,July,2012,36,64,15,1.7,82.1,7.4,10.5,4.6,9.7,10.7,not fire
25,July,2012,32,45,21,0.5,94.6,31.5,171.3,12.5,39.1,12,fire
19,August,2012,31,78,14,2.6,69.4,4.3,98.6,1.8,5.3,0.5,not fire
22,September,2012,31,67,13,3.3,59.1,2.3,9.2,0.7,3.2,0.3,not fire
5,September,2012,37,55,14,2.1,84.9,8.0,106.3,5.5,10.1,20.9,not fire
18,July,2012,35,52,14,3.1,78.2,12.6,110.9,3.8,17.3,0.6,fire
4,July,2012,32,41,13,1.5,82.1,9.3,77.8,6.2,10.7,0.3,not fire
23,August,2012,29,80,17,1.5,73.4,11.9,26.1,2.9,16.4,0.7,not fire
20,August,2012,36,41,16,2.8,81.3,11.8,7.8,3.8,11.3,3.9,fire
4,August,2012,31,73,19,0.5,84.2,0.9,32.1,5.3,1.3,16.3,fire
14,August,2012,30,71,14,2.4,72.9,22.0,46.3,2.3,24.7,1.7,not fire
11,July,2012,29,61,18,2.0,58.3,1.6,7.5,1.3,2.1,0.5,not fire
27,August,2012,36,55,11,0.8,90.8,38.1,220.4,8.8,46.0,5.6,fire
11,July,2012,34,65,18,0.9,74.7,8.2,9.2,3.3,9.1,1,fire
24,June,2012,28,79,17,1.9,58.1,7.0,16.6,1.1,7.7,15.3,not fire
12,June,2012,29,47,13,0.1,91.5,10.3,151.3,10.9,16.4,6.8,fire
7,June,2012,29,55,15,2.2,84.4,9.8,50.2,5.4,10.6,2.2,fire
30,September,2012,35,48,16,2.0,82.6,22.6,92.8,7.8,26.4,0.6,fire
1,August,2012,32,78,17,0.8,68.8,2.3,56.6,1.2,2.7,8,fire
28,August,2012,34,60,18,0.9,89.5,23.4,127,6.1,30.7,22.3,not fire
24,August,2012,35,71,22,0.4,88.6,23.5,7.8,6.2,24.2,15.7,not fire
24,July,2012,33,82,18,1.3,73.5,8.3,33.1,2.2,10.1,7.1,not fire
31,August,2012,32,82,14,0.9,89.9,32.0,37.8,7.4,34.0,18.1,not fire
7,July,2012,33,82,19,0.7,83.3,17.7,19.8,7.5,22.6,2.2,fire
16,September,2012,30,62,15,2.6,69.1,4.3,8.2,1.4,5.1,15,not fire
23,June,2012,32,47,17,2.4,82.3,20.5,210.4,7.3,24.1,12.2,not fire
4,September,2012,35,48,9,2.3,78.9,13.2,8.3,3.7,13.6,21.6,not fire
31,June,2012,30,64,17,5.2,55.7,11.1,8.2,0.9,14.5,12.9,not fire
28,September,2012,33,53,9,1.7,81.7,22.2,31.6,4.3,23.4,7.2,fire
23,August,2012,34,61,11,1.0,92.6,35.1,8.5,5.5,38.8,31.1,fire
19,August,2012,32,74,16,1.5,78.4,11.6,15.2,2.9,13.1,21.6,not fire
2,June,2012,29,77,14,0.8,69.9,2.5,149.2,2.1,3.2,0.7,fire
26,June,2012,35,51,10,0.8,88.2,29.6,8.2,9.0,29.4,15,not fire
19,September,2012,26,62,12,1.7,70.3,11.8,8.4,2.6,14.3,0.9,fire
20,June,2012,33,68,17,0.2,81.6,21.9,22.5,5.9,23.2,3,fire
6,July,2012,37,40,16,0.5,93.8,29.2,35.4,14.6,28.6,9.9,fire
12,June,2012,35,64,10,0.6,80.2,17.8,47.2,1.7,20.1,19.9,fire
28,July,2012,39,57,17,0.5,85.6,32.5,71.3,5.8,38.4,10.2,fire
4,July,2012,34,53,16,0.6,86.1,14.9,49.8,5.2,15.1,0.3,not fire
9,July,2012,32,77,16,3.6,51.8,3.7,46.3,0.3,4.8,0.8,not fire
10,August,2012,31,66,13,0.9,73.4,5.4,117.1,2.4,10.3,0.5,not fire
6,August,2012,39,45,17,0.3,94.9,21.8,84.4,15.7,22.5,16.3,fire
15,September,2012,33,51,15,0.9,86.7,9.0,27.1,5.2,11.9,5.6,fire
11,June,2012,38,25,13,1.5,88.1,24.6,79.9,11.1,27.0,6.4,not fire
23,September,2012,31,71,11,1.1,81.1,9.9,22.5,3.0,12.0,6.1,not fire
24,August,2012,35,83,14,0.2,85.3,18.8,47.7,3.1,23.3,2.5,fire
27,June,2012,31,73,16,1.1,70.5,6.0,33.1,2.6,5.5,0.1,fire
17,August,2012,34,53,13,1.9,82.5,32.4,8.7,4.8,37.5,9.7,not fire
23,August,2012,35,54,16,1.0,92.4,26.5,8.3,12.0,26.7,5.6,fire
22,June,2012,30,70,16,0.3,90.3,20.7,79.7,6.5,22.0,7.3,fire
31,July,2012,31,62,17,3.7,78.7,15.3,21.4,4.8,15.9,9.8,not fire
4,July,2012,35,61,13,0.8,87.9,28.7,8.2,5.6,30.7,5.6,fire
18,July,2012,33,78,15,0.2,82.3,14.0,18.4,3.4,16.0,1.7,not fire
18,August,2012,31,53,10,3.0,71.5,4.0,17,1.6,3.4,0,fire
3,September,2012,33,68,17,1.5,89.8,7.5,27.7,3.6,8.6,0.8,not fire
26,June,2012,33,58,15,2.2,78.5,3.5,51.6,2.7,4.1,1.3,fire
5,September,2012,32,58,14,1.4,77.0,3.4,16.6,4.9,4.5,4.2,not fire
14,July,2012,38,56,17,4.9,77.3,24.4,71,6.4,24.7,0.2,not fire
28,July,2012,35,52,16,2.1,85.4,20.3,9.9,7.1,18.8,4.2,fire
22,June,2012,37,39,16,2.6,87.6,13.6,26.3,6.2,16.9,4.9,fire
8,July,2012,33,76,19,2.2,71.1,10.2,9.9,2.2,10.3,0.1,fire
28,August,2012,32,77,17,1.3,76.2,17.8,92.5,2.4,22.4,12.9,not fire
25,September,2012,32,49,15,0.7,84.4,13.8,19.4,8.2,14.4,12.9,fire
7,July,2012,36,73,12,1.7,82.1,26.1,39.1,4.1,30.0,0.5,not fire
11,September,2012,28,76,10,2.5,51.5,1.5,33.1,1.4,2.2,0.9,not fire
29,June,2012,32,71,14,0.1,89.8,17.0,17.6,6.3,20.3,5.5,fire
6,June,2012,32,55,15,1.4,84.3,8.5,7.8,5.0,8.1,0.3,fire
17,September,2012,31,61,15,2.9,65.1,13.2,18.4,3.9,12.7,3.2,not fire
12,June,2012,27,83,16,2.6,55.0,2.7,9.1,0.4,3.5,0.6,fire
5,July,2012,30,89,16,0.4,71.0,10.7,37.2,2.4,12.8,0.7,not fire
29,September,2012,34,56,10,1.5,88.8,19.3,18.4,5.8,25.1,10,fire
5,June,2012,30,73,15,1.8,74.7,9.0,151.3,2.3,10.1,4.2,fire
24,August,2012,30,85,20,2.5,70.8,6.4,17,0.5,8.4,0.8,not fire
22,June,2012,31,87,20,0.6,69.4,3.3,37,1.7,4.6,0.4,not fire
4,September,2012,28,74,11,3.5,44.0,3.4,16.3,0.5,5.6,3.2,not fire
4,June,2012,31,67,14,4.5,55.7,10.3,7.6,2.1,8.6,0.8,not fire
30,July,2012,34,63,19,0.9,77.9,30.3,76.4,5.1,40.7,3,not fire
21,September,2012,33,58,11,4.5,51.2,3.5,26.1,0.3,5.1,0,not fire
8,July,2012,35,45,14,1.9,85.3,12.2,92.8,4.6,13.4,3.8,not fire
25,August,2012,33,55,10,0.7,89.9,38.3,21.4,7.7,37.3,6,fire
19,June,2012,34,57,13,0.5,90.4,26.4,33.4,9.8,31.9,10,not fire
22,September,2012,31,56,16,0.1,89.4,12.4,28.3,6.1,14.2,15.4,not fire
25,September,2012,26,87,18,0.1,76.7,4.9,42.3,4.7,5.5,13.2,fire
3,September,2012,30,49,10,2.8,84.0,9.2,46.3,2.5,8.3,12.7,not fire
14,July,2012,38,29,11,0.2,95.7,42.3,8.6,14.5,42.5,9.1,fire
21,July,2012,37,67,12,0.2,92.2,26.4,85.1,7.2,29.8,2.2,fire
10,July,2012,38,45,12,0.6,93.7,14.1,27.9,5.4,16.4,13.2,fire
19,September,2012,26,73,22,0.3,87.1,27.9,28.3,7.4,36.2,0,fire
20,August,2012,32,88,14,0.8,64.7,12.5,61.4,0.9,15.1,2.2,fire
11,June,2012,35,40,15,0.4,91.7,12.0,22.2,6.4,13.9,3.4,fire
21,September,2012,30,63,13,1.7,74.4,10.4,7.7,3.4,11.2,0.3,not fire
5,August,2012,34,64,16,1.0,82.3,24.5,117.8,5.2,32.1,1.7,not fire
18,August,2012,35,73,14,0.6,89.3,11.4,10.2,2.6,15.9,15,not fire
21,August,2012,29,48,17,1.2,86.9,13.0,79.7,7.0,12.8,14.8,fire
20,July,2012,36,66,15,0.1,92.6,30.8,16,6.4,35.8,11.3,fire
10,June,2012,30,72,15,0.9,68.0,8.3,39.1,1.1,11.9,3.2,not fire
4,August,2012,32,60,15,2.0,77.0,7.2,9.3,3.5,9.9,0.7,fire
18,July,2012,33,40,15,1.0,93.0,25.3,30.4,12.2,28.4,4.2,fire
25,September,2012,26,87,12,3.3,52.7,1.5,52.5,0.6,2.8,2.2,not fire
24,September,2012,32,68,15,0.2,94.8,37.6,27.9,13.5,45.8,26.3,fire
19,September,2012,31,63,17,0.1,89.5,10.3,136,5.0,14.1,0.1,fire
19,June,2012,35,51,19,2.3,89.3,22.0,107,8.3,22.7,1.2,fire
15,August,2012,28,52,16,1.3,73.0,20.4,8.7,4.7,24.4,19.9,fire
2,July,2012,29,76,21,4.2,62.2,6.8,17.8,3.6,7.8,7.7,fire
18,July,2012,37,45,16,0.2,95.6,37.3,16,16.2,43.9,15.7,not fire
28,August,2012,35,57,21,0.9,86.5,17.6,20.2,6.2,21.1,30.3,not fire
19,September,2012,26,87,14,0.7,76.1,15.4,25.2,2.6,21.5,0.2,fire
4,July,2012,30,84,15,3.0,59.3,0.8,7.6,0.6,1.2,30,not fire
17,June,2012,32,62,10,4.1,68.3,13.0,9.2,2.1,13.4,10.7,not fire
18,July,2012,35,42,16,0.1,94.5,53.0,25.6,16.7,55.7,6.7,fire
2,July,2012,38,38,13,1.4,90.9,29.9,7.4,7.7,31.2,6,fire
28,July,2012,39,28,17,0.1,95.3,23.8,141.1,14.1,28.1,4,fire
11,August,2012,34,41,12,0.6,94.4,13.4,26.1,9.3,16.1,31.1,not fire
5,September,2012,30,49,18,1.4,72.9,4.7,24.3,8.1,6.5,1.7,not fire
12,September,2012,26,79,10,2.9,56.0,3.4,7.5,0.7,4.2,0,not fire
7,August,2012,38,47,14,0.3,89.5,15.9,79.7,6.4,20.0,2.5,not fire
2,July,2012,33,43,15,2.2,84.9,7.7,8.2,6.1,8.5,19.4,fire
22,June,2012,31,51,13,2.0,81.5,19.2,15.2,2.8,22.9,15.7,fire
4,June,2012,27,62,19,0.2,85.8,19.8,22.5,7.6,23.2,9.5,fire
21,August,2012,31,59,19,2.3,81.7,13.5,63.3,4.1,16.2,5.9,fire
22,June,2012,32,71,20,0.9,82.9,8.4,8.2,7.5,8.6,20.9,fire
13,September,2012,29,73,21,0.5,79.8,16.2,16.3,5.2,21.7,2.1,fire
28,July,2012,33,69,17,0.2,93.7,41.6,55.8,5.5,49.8,8.8,fire
20,June,2012,34,49,18,0.9,89.7,8.2,7.7,9.3,7.9,26.1,fire
12,July,2012,34,56,12,0.6,87.1,7.0,22.5,7.4,8.1,0.8,fire
16,August,2012,33,65,12,0.4,92.9,14.6,29.7,4.7,21.2,5.9,fire
14,June,2012,36,57,10,0.7,90.1,32.8,42.3,6.9,36.7,26.3,not fire
21,July,2012,40,27,15,0.8,94.4,35.9,61.4,15.4,38.0,20.9,fire
9,July,2012,41,29,18,1.3,93.6,27.1,8.4,14.4,29.3,0.8,not fire
18,September,2012,33,66,11,1.7,80.3,11.2,34.1,2.6,14.9,18.4,fire
18,June,2012,31,66,19,0.1,89.8,19.8,88.7,6.9,28.2,3,fire
8,July,2012,30,67,19,0.4,74.1,6.5,16,4.1,9.1,0.2,fire
18,June,2012,35,44,15,3.8,80.9,9.5,33.1,4.3,8.0,0.8,not fire
29,August,2012,39,65,15,0.2,91.0,19.3,8.9,5.3,27.0,5.5,not fire
23,June,2012,29,65,14,2.9,64.8,7.1,9.1,2.4,7.0,7.3,not fire
12,August,2012,30,62,16,0.7,83.8,23.0,180.4,8.4,23.9,10.6,not fire
24,September,2012,27,76,20,1.9,74.9,6.3,18.7,3.6,8.2,0.4,not fire
21,July,2012,38,79,12,0.3,86.5,38.2,61.4,4.4,43.2,20.4,fire
24,August,2012,29,81,18,0.3,69.5,15.9,8.4,3.1,19.5,9.9,fire
9,July,2012,32,83,16,2.0,71.0,4.4,15.4,2.2,8.2,0.1,not fire
20,June,2012,23,89,17,3.3,34.1,2.2,33.4,0.0,4.8,0.1,fire
2,August,2012,30,87,10,1.6,63.7,14.1,18.4,0.3,17.8,0.7,not fire
19,August,2012,37,40,14,3.8,80.5,30.7,180.4,5.2,35.4,7.1,not fire
11,June,2012,27,54,13,4.6,70.2,3.9,33.1,1.6,5.2,3,not fire
4,August,2012,29,69,17,2.1,56.8,8.5,8.4,3.3,8.3,0.6,fire
6,September,2012,25,74,14,1.1,67.9,1.9,8.5,1.7,2.6,1,not fire
14,June,2012,33,59,18,3.7,65.0,3.9,8,1.9,5.3,3.9,not fire
27,June,2012,32,52,18,2.6,84.4,29.6,34.1,4.4,34.5,13.9,fire
7,July,2012,30,68,17,2.6,68.6,7.6,34.5,1.7,8.7,15.3,not fire
7,June,2012,40,29,9,3.3,92.3,16.5,51.6,7.9,16.1,0.1,fire
27,August,2012,29,79,15,0.9,65.8,4.3,88,0.8,6.9,1,not fire
12,August,2012,31,73,18,4.0,56.3,10.7,9.7,1.9,11.0,0.5,not fire
2,July,2012,36,50,14,1.9,86.0,3.8,40.4,7.9,4.8,0.5,not fire
4,September,2012,27,85,15,2.2,50.9,1.2,8,0.2,1.4,0.4,fire
5,September,2012,31,85,17,0.4,74.6,11.6,26.6,2.2,17.0,7.1,fire
30,July,2012,29,67,20,2.0,85.6,33.7,7.4,4.7,36.4,7.5,fire
24,June,2012,36,57,11,0.2,91.5,23.3,9.5,7.8,24.9,10.5,fire
22,June,2012,34,64,13,0.3,86.0,14.8,54.3,4.1,16.3,14.6,fire
3,September,2012,33,64,14,0.9,84.7,8.7,15.7,5.5,9.4,0.5,fire
11,September,2012,34,53,16,0.6,88.6,19.3,9.9,8.3,18.2,6,fire
2,July,2012,33,61,15,2.0,76.5,6.6,8.4,3.8,7.5,5.9,not fire
15,August,2012,32,72,18,0.8,83.0,15.0,9.1,4.8,18.7,9,fire
10,September,2012,27,70,16,3.0,76.9,21.2,26.1,4.4,24.2,15,fire
28,June,2012,35,73,15,0.6,86.2,9.9,7.4,4.8,10.1,3,fire
20,July,2012,35,69,17,1.6,87.7,21.2,6.9,6.5,24.5,10.3,fire
7,August,2012,30,79,17,0.7,82.7,17.6,117.1,4.9,19.6,26.9,fire
2,July,2012,30,59,18,3.0,71.6,1.5,10.5,3.0,1.7,0.4,not fire
9,July,2012,35,73,14,0.8,84.5,13.4,98.6,2.4,17.0,4.9,not fire
30,July,2012,32,70,17,0.4,88.3,23.7,22.5,8.5,26.1,3.1,fire
27,June,2012,31,53,19,3.4,79.4,20.0,92.5,3.9,23.0,10.2,not fire
23,June,2012,32,69,16,1.4,83.6,27.5,10.4,6.7,31.4,1.3,fire
18,September,2012,28,66,16,1.0,75.0,4.0,79.9,1.5,6.0,7.1,fire
16,June,2012,31,52,14,0.9,77.7,10.3,26.3,3.5,13.2,6.8,fire
3,August,2012,39,58,10,1.3,87.6,20.3,15.9,3.8,23.1,0.1,not fire
5,September,2012,29,60,17,1.2,77.9,6.6,17.6,7.9,6.7,0.5,not fire
14,September,2012,27,74,16,0.8,75.9,18.9,180.4,4.3,21.9,4.2,fire
29,July,2012,24,83,19,2.3,54.8,5.3,157.5,1.2,6.2,3.1,not fire
31,August,2012,34,77,15,0.1,93.5,30.1,24,7.0,33.4,7.1,fire
16,July,2012,32,68,16,3.0,65.0,6.9,9.5,1.1,8.3,0,not fire
22,September,2012,30,61,17,4.3,67.4,4.6,36.8,1.9,5.9,0,fire
18,August,2012,32,87,17,1.0,87.5,33.3,49.8,6.9,39.2,1.4,fire
18,June,2012,30,73,11,1.3,77.3,7.1,8.5,1.9,5.8,7.3,not fire
12,July,2012,36,67,13,1.0,85.4,28.3,38.3,7.2,33.4,1,fire
12,June,2012,38,64,11,0.3,87.0,22.2,7.3,8.3,23.5,0.9,fire
27,June,2012,32,66,17,0.5,86.0,32.8,19.8,8.3,38.8,8.8,fire
12,June,2012,28,87,11,1.0,59.8,9.9,52.5,1.7,14.8,0.7,not fire
29,June,2012,33,67,13,0.1,86.2,26.5,149.2,8.4,31.0,3,fire
29,June,2012,29,70,15,0.0,91.6,27.3,80.3,6.3,31.3,3.7,fire
24,July,2012,35,53,17,1.9,87.7,24.0,86.8,8.1,26.6,12.2,fire
4,August,2012,32,54,15,1.8,80.7,9.2,8.4,5.3,11.0,9.9,fire
18,August,2012,34,78,15,0.8,81.4,14.3,47.7,2.9,22.0,10.7,fire
11,June,2012,37,24,17,0.5,95.7,44.3,15.7,16.2,46.2,9,fire
28,August,2012,29,64,15,1.8,72.3,12.9,9.7,1.5,12.5,6.3,not fire
27,June,2012,33,64,18,0.7,85.3,11.9,47.7,5.7,15.0,5.2,fire
9,June,2012,30,61,11,3.2,76.9,5.3,9.1,3.8,4.0,0.8,not fire
17,August,2012,34,35,14,1.0,92.6,35.4,200.2,10.3,44.1,6.4,fire
10,June,2012,31,70,15,1.6,70.0,6.2,34.5,2.5,7.9,10.7,not fire
